"Road Name","Asset ID (Identifier)","Easting (Location/Map Coordinates)","Northing (Location/Map Coordinates)","Seat Type New","Geometry"
"PARK 21 - WALYU YARTA","157","280326.9066","6131395.3301","Willow","POINT (15428300.250513 -4155208.69129391)"
"PARK 21 - WALYU YARTA","158","280347.074","6131360.16","Willow","POINT (15428323.7820432 -4155252.31231712)"
"PARK 21 - WALYU YARTA","159","280379.064","6131346.409","Willow","POINT (15428362.3398948 -4155270.07678517)"
"PARK 21 - WALYU YARTA","160","280421.95","6131354.705","Willow","POINT (15428414.8137653 -4155261.18896881)"
"PARK 21 - WALYU YARTA","161","280442.334","6131364.495","Willow","POINT (15428439.9261172 -4155249.81130401)"
"PARK 21 - WALYU YARTA","162","280660.794","6131362.092","Willow","POINT (15428705.9185548 -4155259.17356542)"
"PARK 21 - WALYU YARTA","163","280680.618","6131372.909","Willow","POINT (15428730.3786514 -4155246.5223237)"
"PARK 21 - WALYU YARTA","164","280693.253","6131346.374","Willow","POINT (15428744.9907706 -4155279.35699462)"
"PARK 21 - WALYU YARTA","165","280698.691","6131376.774","Willow","POINT (15428752.5028312 -4155242.32479556)"
"PARK 21 - WALYU YARTA","166","280734.371","6131381.888","Willow","POINT (15428796.10711 -4155237.11638086)"
"PARK 21 - WALYU YARTA","167","280744.0632","6131402.4401","Willow","POINT (15428808.512197 -4155212.25729485)"
"PARK 21 - WALYU YARTA","168","280740.3024","6131389.2322","Willow","POINT (15428803.545719 -4155228.3055854)"
"PARK 21 - WALYU YARTA","169","280767.865","6131374.6","Willow","POINT (15428836.6864282 -4155247.01642685)"
"PARK 21 - WALYU YARTA","170","280810.361","6131384.406","Willow","POINT (15428888.7290799 -4155236.26754333)"
"PARK 21 - WALYU YARTA","171","280820.181","6131376.872","Willow","POINT (15428900.4686602 -4155245.77312596)"
"PARK 21 - WALYU YARTA","172","280802.429","6131342.311","Willow","POINT (15428877.8381366 -4155287.53453337)"
"PARK 21 - WALYU YARTA","173","280776.091","6131425.005","Willow","POINT (15428848.1785169 -4155185.59174067)"
"PARK 21 - WALYU YARTA","175","280493.1","6130911.496","Concrete Leg1","POINT (15428488.4917665 -4155805.52448631)"
"PARK 21 - WALYU YARTA","176","280658.7275","6130851.7528","Concrete Leg1","POINT (15428688.4717886 -4155883.48889829)"
"PARK 21 - WALYU YARTA","177","280686.5488","6130853.1049","Concrete Leg1","POINT (15428722.396883 -4155882.65226023)"
"PARK 21 - WALYU YARTA","178","280737.5241","6130895.2677","Concrete Leg1","POINT (15428785.7164999 -4155832.56455309)"
"PARK 21 - WALYU YARTA","179","280720.007","6130856.503","Concrete Leg1","POINT (15428763.2474056 -4155879.47789219)"
"PARK 21 - WALYU YARTA","180","280795.292","6130961.557","Concrete Leg1","POINT (15428858.0141113 -4155753.15800409)"
"PARK 21 WEST- MIRNU WIRRA","1400","279961.275","6130946.774","Adelaide Suite Bench Curved","POINT (15427841.7870036 -4155746.70199032)"
"PARK 21 WEST- MIRNU WIRRA","1401","280152.4289","6131208.3189","Adelaide Suite Bench Curved","POINT (15428082.2721834 -4155432.34809002)"
"PARK 21 WEST- MIRNU WIRRA","1232","280059.112","6131368.771","Willow","POINT (15427973.3264458 -4155233.29847026)"
"PARK 21 WEST- MIRNU WIRRA","1233","280043.663","6131366.423","Willow","POINT (15427954.4423223 -4155235.7158305)"
"PARK 21 WEST- MIRNU WIRRA","1234","279936.131","6131339.312","Willow","POINT (15427822.6841175 -4155265.71439148)"
"PARK 21 WEST- MIRNU WIRRA","1235","279910.5297","6131309.8535","Concrete Leg1","POINT (15427790.639728 -4155300.99955269)"
"PARK 21 WEST- MIRNU WIRRA","1236","279914.4112","6131311.0479","Concrete Leg1","POINT (15427795.4020652 -4155299.65274824)"
"PARK 21 WEST- MIRNU WIRRA","1237","279814.512","6131159.476","Concrete Leg1","POINT (15427669.2838834 -4155482.14349205)"
"PARK 21 WEST- MIRNU WIRRA","1238","279811.75","6131159.255","Concrete Leg1","POINT (15427665.913501 -4155482.33239292)"
"PARK 21 WEST- MIRNU WIRRA","1239","279817.135","6131159.686","Concrete Leg1","POINT (15427672.4846519 -4155481.96394755)"
"PARK 21 WEST- MIRNU WIRRA","1240","279935.09","6131082.512","Concrete Leg1","POINT (15427813.8792452 -4155579.86049058)"
"PARK 21 WEST- MIRNU WIRRA","755","279980.72","6131360.706","Willow","POINT (15427877.6166683 -4155240.8551081)"
"PARK 21 WEST- MIRNU WIRRA","756","279934.424","6131351.06","Willow","POINT (15427820.9499504 -4155251.2914221)"
"PARK 21 WEST- MIRNU WIRRA","757","279911.459","6131348.378","Willow with Plaque","POINT (15427792.9022728 -4155253.89554358)"
"PARK 21 WEST- MIRNU WIRRA","758","279913.318","6131336.627","Willow","POINT (15427794.821436 -4155268.32667072)"
"PARK 21 WEST- MIRNU WIRRA","759","280073.619","6131257.612","Concrete Leg1","POINT (15427987.734136 -4155369.71982927)"
"PARK 21 WEST- MIRNU WIRRA","1566","279817.165","6131094.4129","Concrete Leg1","POINT (15427670.604339 -4155561.82251624)"
"PARK 21 WEST- MIRNU WIRRA","1567","280089.1018","6130835.0109","Concrete Leg1","POINT (15427994.1952525 -4155887.2088549)"
"PARK 21 WEST- MIRNU WIRRA","1568","280091.8397","6130835.6351","Concrete Leg1","POINT (15427997.5482311 -4155886.5258352)"
"PARK 21 WEST- MIRNU WIRRA","1569","280121.2121","6130861.7733","Concrete Leg1","POINT (15428034.0894408 -4155855.41171558)"
"PARK 22 - WIKAPARNTU WIRRA","1558","279654.2892","6131064.1302","Concrete Leg1","POINT (15427471.3435879 -4155594.06507605)"
"PARK 22 - WIKAPARNTU WIRRA","1559","279682.3076","6131198.1134","Concrete Leg1","POINT (15427509.4050611 -4155430.97216807)"
"PARK 22 - WIKAPARNTU WIRRA","1560","279697.0237","6131159.427","Concrete Leg1","POINT (15427526.1912988 -4155478.73666575)"
"PARK 22 - WIKAPARNTU WIRRA","1561","279677.6008","6131168.523","Concrete Leg1","POINT (15427502.8030948 -4155467.0350249)"
"PARK 22 - WIKAPARNTU WIRRA","1562","279660.5153","6131139.0546","Concrete Leg1","POINT (15427481.1284016 -4155502.58331798)"
"PARK 22 - WIKAPARNTU WIRRA","1242","279547.299","6130976.947","Adelaide Suite Bench Curved","POINT (15427338.4736052 -4155697.57001058)"
"PARK 22 - WIKAPARNTU WIRRA","181","279693.254","6131199.973","Concrete Leg1","POINT (15427522.7914546 -4155429.02017455)"
"PARK 22 - WIKAPARNTU WIRRA","183","279643.449","6131151.239","Concrete Leg1","POINT (15427460.7011133 -4155487.17267624)"
"PARK 22 - WIKAPARNTU WIRRA","184","279650.458","6131111.127","Concrete Leg1","POINT (15427468.0586592 -4155536.45408899)"
"PARK 22 - WIKAPARNTU WIRRA","185","279647.82","6131106.97","Concrete Leg1","POINT (15427464.723606 -4155541.46204761)"
"PARK 22 - WIKAPARNTU WIRRA","186","279658.7985","6131135.6956","Concrete Leg1","POINT (15427478.9387643 -4155506.64215866)"
"PARK 22 - WIKAPARNTU WIRRA","187","279678.786","6131170.753","Concrete Leg1","POINT (15427504.3120963 -4155464.3417559)"
"PARK 22 - WIKAPARNTU WIRRA","188","279715.1425","6131195.6328","Concrete Leg1","POINT (15427549.3222138 -4155434.97611185)"
"PARK 22 - WIKAPARNTU WIRRA","189","279683.925","6131127.277","Concrete Leg1","POINT (15427509.2934645 -4155517.68349497)"
"PARK 22 - WIKAPARNTU WIRRA","191","279666.002","6131092.696","Concrete Leg1","POINT (15427486.448428 -4155559.46220125)"
"PARK 22 - WIKAPARNTU WIRRA","192","279650.689","6131059.653","Concrete Leg1","POINT (15427466.8272147 -4155599.4364012)"
"PARK 22 - WIKAPARNTU WIRRA","193","279670.562","6131053.7545","Concrete Leg1","POINT (15427490.8578038 -4155607.2395813)"
"PARK 22 - WIKAPARNTU WIRRA","194","279687.2615","6131087.2912","Concrete Leg1","POINT (15427512.1821112 -4155566.70221984)"
"PARK 22 - WIKAPARNTU WIRRA","195","279684.453","6131083.663","Concrete Leg1","POINT (15427508.6549494 -4155571.05821601)"
"PARK 22 - WIKAPARNTU WIRRA","196","279702.076","6131118.989","Concrete Leg1","POINT (15427531.1564437 -4155528.35910139)"
"PARK 22 - WIKAPARNTU WIRRA","197","279730.528","6131180.005","Concrete Leg1","POINT (15427567.6013111 -4155454.54968161)"
"PARK 22 - WIKAPARNTU WIRRA","198","279562.149","6130929.673","Concrete Leg1","POINT (15427355.170025 -4155755.84643435)"
"PARK 22 - WIKAPARNTU WIRRA","199","279557.895","6130929.092","Concrete Leg1","POINT (15427349.9717981 -4155756.43161739)"
"PARK 23 - WIRRARNINTHI","333","279605.634","6132063.615","Willow","POINT (15427441.4589023 -4154369.8799396)"
"PARK 23 - WIRRARNINTHI","335","279608.455","6131995.167","Willow","POINT (15427442.8831248 -4154453.69682516)"
"PARK 23 - WIRRARNINTHI","336","279639.589","6131984.439","Willow","POINT (15427480.4831019 -4154467.73952487)"
"PARK 23 - WIRRARNINTHI","337","279636.86","6131888.237","Willow","POINT (15427474.3332877 -4154585.34577654)"
"PARK 23 - WIRRARNINTHI","339","279626.4329","6131856.3409","Willow","POINT (15427460.6977798 -4154624.0577477)"
"PARK 23 - WIRRARNINTHI","1317","279692.874","6131702.333","Willow","POINT (15427537.087443 -4154814.4242927)"
"PARK 23 - WIRRARNINTHI","1548","279382.7485","6132006.8886","Concrete Leg1","POINT (15427168.3616648 -4154432.69219175)"
"PARK 23 - WIRRARNINTHI","1565","279651.5274","6131914.3965","Willow","POINT (15427492.9640678 -4154553.77682542)"
"PARK 23 - WIRRARNINTHI","1444","279654.3309","6131859.5078","Willow","POINT (15427494.7656764 -4154621.00692372)"
"PARK 23 - WIRRARNINTHI","1550","279326.2075","6131127.1277","Willow","POINT (15427073.6180369 -4155507.29871146)"
"PARK 23 - WIRRARNINTHI","1551","279326.2245","6131122.4766","Willow","POINT (15427073.5018507 -4155512.98952468)"
"PARK 23 - WIRRARNINTHI","1552","279655.3403","6132065.2706","Willow","POINT (15427502.039692 -4154369.32157019)"
"PARK 23 - WIRRARNINTHI","1553","279658.4445","6131960.99","Willow","POINT (15427502.7566113 -4154496.98172569)"
"PARK 23 - WIRRARNINTHI","1554","279256.639","6131907.7473","Willow","POINT (15427011.8677678 -4154550.24683867)"
"PARK 23 - WIRRARNINTHI","1555","279254.9458","6131914.598","Willow","POINT (15427010.0073919 -4154541.81612498)"
"PARK 24 - TAMPAWARDLI","1556","278997.2861","6132753.2756","Willow","POINT (15426720.9342326 -4153508.26581503)"
"PARK 24 - TAMPAWARDLI","1318","279483.21","6132425.687","Concrete Leg1","POINT (15427303.0151564 -4153923.34747895)"
"PARK 24 - TAMPAWARDLI","1319","279569.69","6132341.746","Concrete Leg1","POINT (15427405.8594642 -4154028.58299637)"
"PARK 24 - TAMPAWARDLI","200","279564.292","6132391.404","Concrete Leg1","POINT (15427400.7451574 -4153967.67841587)"
"PARK 24 - TAMPAWARDLI","201","279458.849","6132398.361","Concrete Leg1","POINT (15427272.5463244 -4153956.05505816)"
"PARK 24 - TAMPAWARDLI","202","279398.376","6132318.736","Concrete Leg1","POINT (15427196.5638991 -4154051.67194913)"
"PARK 24 - TAMPAWARDLI","203","279399.903","6132304.815","Concrete Leg1","POINT (15427198.0140482 -4154068.74629865)"
"PARK 24 - TAMPAWARDLI","204","279578.957","6132265.888","Concrete Leg1","POINT (15427414.9155031 -4154121.65214344)"
"PARK 24 - TAMPAWARDLI","205","279083.191","6132363.878","Willow","POINT (15426814.074375 -4153987.13394808)"
"PARK 24 - TAMPAWARDLI","206","279082.904","6132291.003","Willow","POINT (15426811.5788177 -4154076.27133207)"
"PARK 24 - TAMPAWARDLI","207","279056.617","6132500.713","Willow","POINT (15426785.7437904 -4153818.96346166)"
"PARK 24 - TAMPAWARDLI","208","279427.289","6132626.476","Sleeper","POINT (15427240.8208167 -4153676.08108749)"
"PARK 24 - TAMPAWARDLI","209","279422.673","6132624.553","Sleeper","POINT (15427235.1432907 -4153678.29704884)"
"PARK 24 - TAMPAWARDLI","210","279431.904","6132623.783","Sleeper","POINT (15427246.3614204 -4153679.51155169)"
"PARK 24 - TAMPAWARDLI","212","279450.367","6132624.168","Sleeper","POINT (15427268.8554935 -4153679.58582296)"
"PARK 24 - TAMPAWARDLI","213","279457.675","6132623.014","Sleeper","POINT (15427277.720667 -4153681.21323274)"
"PARK 24 - TAMPAWARDLI","214","279465.753","6132624.168","Sleeper","POINT (15427287.5913288 -4153680.04014084)"
"PARK 24 - TAMPAWARDLI","215","279471.907","6132621.86","Sleeper","POINT (15427295.0173376 -4153683.04507832)"
"PARK 24 - TAMPAWARDLI","216","279466.907","6132594.935","Sleeper","POINT (15427288.1373072 -4153715.83315207)"
"PARK 24 - TAMPAWARDLI","217","279471.523","6132588.781","Sleeper","POINT (15427293.5774325 -4153723.49727402)"
"PARK 24 - TAMPAWARDLI","218","279484.107","6132491.508","Sleeper","POINT (15427306.0421864 -4153842.85784083)"
"PARK 24 - TAMPAWARDLI","219","279476.582","6132476.29","Sleeper","POINT (15427296.4313899 -4153861.25115343)"
"PARK 24 - TAMPAWARDLI","220","279471.116","6132470.208","Sleeper","POINT (15427289.5964447 -4153868.52960211)"
"PARK 25 - NARNUNGGA","221","279594.106","6132721.741","Willow","POINT (15427446.7557416 -4153564.47450306)"
"PARK 25 - NARNUNGGA","222","279178.541","6132806.118","Concrete Leg1","POINT (15426943.2030583 -4153448.98907769)"
"PARK 25 - NARNUNGGA","223","279179.04","6132822.922","Concrete Leg1","POINT (15426944.3052184 -4153428.4490451)"
"PARK 25 - NARNUNGGA","225","279078.8333","6132965.8721","Park 25","POINT (15426826.4933141 -4153250.63001521)"
"PARK 25 - NARNUNGGA","226","279148.392","6133069.184","Concrete Leg1","POINT (15426914.2333983 -4153126.31772055)"
"PARK 25 - NARNUNGGA","227","279163.6306","6133072.7646","Concrete Leg1","POINT (15426932.894151 -4153122.38851571)"
"PARK 25 - NARNUNGGA","228","279242.785","6133027.35","Concrete Leg1","POINT (15427027.9410417 -4153180.27813281)"
"PARK 25 - NARNUNGGA","233","279292.637","6132898.81","Concrete Leg1","POINT (15427084.8633422 -4153338.97996757)"
"PARK 25 - NARNUNGGA","234","279293.022","6132891.501","Concrete Leg1","POINT (15427085.1171682 -4153347.93170199)"
"PARK 25 - NARNUNGGA","235","279292.653","6132868.749","Willow","POINT (15427083.9986284 -4153375.75106045)"
"PARK 25 - NARNUNGGA","236","279293.919","6132862.77","Willow","POINT (15427085.3643545 -4153383.10199482)"
"PARK 25 - NARNUNGGA","237","279295.631","6132828.466","Willow","POINT (15427086.4400313 -4153425.11341161)"
"PARK 25 - NARNUNGGA","238","279295.918","6132821.971","Willow","POINT (15427086.5984661 -4153433.06662724)"
"PARK 25 - NARNUNGGA","239","279364.143","6132944.28","Concrete Leg1","POINT (15427173.2718508 -4153285.47365078)"
"PARK 25 - NARNUNGGA","1320","279294.407","6132849.96","Concrete Leg1","POINT (15427085.5817977 -4153398.78565447)"
"PARK 25 - NARNUNGGA","1321","279237.303","6132952.639","Willow with Plaque","POINT (15427019.06786 -4153271.50153372)"
"PARK 25 - NARNUNGGA","1557","279235.3988","6132995.2397","Concrete Leg1","POINT (15427018.0024728 -4153219.33661491)"
"PARK 25 - NARNUNGGA","1563","279007.3043","6133109.5396","Willow","POINT (15426743.6255856 -4153072.78361626)"
"PARK 25 - NARNUNGGA","1564","278984.4369","6133042.8027","Willow","POINT (15426713.8155897 -4153153.7377423)"
"PARK 26 - TARNTANYA WAMA","1549","280608.9723","6133489.5153","Adelaide Suite","POINT (15428705.0201658 -4152655.22071769)"
"PARK 26 - TARNTANYA WAMA","1370","280544.539","6133924.757","Willow with Plaque","POINT (15428639.2898441 -4152120.98103159)"
"PARK 26 - TARNTANYA WAMA","1391","280534.251","6133343.078","Adelaide Suite","POINT (15428609.7560191 -4152832.14048357)"
"PARK 26 - TARNTANYA WAMA","1392","280636.427","6133320.353","Adelaide Suite with Plaque","POINT (15428733.5052565 -4152862.93748442)"
"PARK 26 - TARNTANYA WAMA","1393","280215.2369","6133395.2333","Willow","POINT (15428222.8402701 -4152758.96899826)"
"PARK 26 - TARNTANYA WAMA","1394","280196.496","6133388.852","Willow","POINT (15428199.8339567 -4152766.2229293)"
"PARK 26 - TARNTANYA WAMA","1395","280264.8015","6133361.7921","Willow","POINT (15428282.2124015 -4152801.33038931)"
"PARK 26 - TARNTANYA WAMA","1396","280217.848","6133356.334","Willow","POINT (15428224.880485 -4152806.62537763)"
"PARK 26 - TARNTANYA WAMA","1474","280415.1376","6133248.928","Adelaide Suite Bench Curved","POINT (15428461.9643562 -4152943.80112195)"
"PARK 26 - TARNTANYA WAMA","1475","280397.8199","6133244.7479","Adelaide Suite Bench Curved","POINT (15428440.7551578 -4152948.40505644)"
"PARK 26 - TARNTANYA WAMA","1476","280424.543","6133254.6011","Adelaide Suite Bench Curved","POINT (15428473.5828193 -4152937.13841621)"
"PARK 26 - TARNTANYA WAMA","1023","280584.202","6133455.317","Adelaide Suite","POINT (15428673.8596044 -4152696.32262358)"
"PARK 26 - TARNTANYA WAMA","1024","280621.201","6133436.889","Willow","POINT (15428718.3718379 -4152719.94915952)"
"PARK 26 - TARNTANYA WAMA","1025","280474.01","6133284.37","Adelaide Suite Bench Curved","POINT (15428534.6870387 -4152902.17986384)"
"PARK 26 - TARNTANYA WAMA","1015","280484.42","6133267.455","Adelaide Suite Bench Curved","POINT (15428546.8679624 -4152923.17555885)"
"PARK 26 - TARNTANYA WAMA","293","280466.383","6133277.809","Adelaide Suite Bench Curved","POINT (15428525.2081345 -4152909.98092167)"
"PARK 26 - TARNTANYA WAMA","294","280471.671","6133279.149","Adelaide Suite Bench Curved","POINT (15428531.6862439 -4152908.49726835)"
"PARK 26 - TARNTANYA WAMA","295","280497.511","6133302.407","Adelaide Suite","POINT (15428563.8304693 -4152880.80820806)"
"PARK 26 - TARNTANYA WAMA","296","280502.58","6133304.622","Adelaide Suite","POINT (15428570.067485 -4152878.24783542)"
"PARK 26 - TARNTANYA WAMA","297","280508.944","6133315.997","Adelaide Suite","POINT (15428578.1492413 -4152864.52136456)"
"PARK 26 - TARNTANYA WAMA","298","280510.808","6133317.71","Adelaide Suite","POINT (15428580.4690233 -4152862.48085529)"
"PARK 26 - TARNTANYA WAMA","299","280523.62","6133291.616","Willow","POINT (15428595.3063404 -4152894.77439323)"
"PARK 26 - TARNTANYA WAMA","300","280517.742","6133287.928","Willow","POINT (15428588.0411669 -4152899.11273549)"
"PARK 26 - TARNTANYA WAMA","301","280520.435","6133289.908","Willow","POINT (15428591.378191 -4152896.76998782)"
"PARK 26 - TARNTANYA WAMA","302","280532.78","6133340.753","Adelaide Suite","POINT (15428607.896884 -4152834.94110993)"
"PARK 26 - TARNTANYA WAMA","303","280544.924","6133359.472","Adelaide Suite","POINT (15428623.2312491 -4152812.40159759)"
"PARK 26 - TARNTANYA WAMA","304","280548.783","6133367.487","Adelaide Suite","POINT (15428628.1644682 -4152802.71137619)"
"PARK 26 - TARNTANYA WAMA","305","280557.52","6133391.064","Adelaide Suite","POINT (15428639.4923136 -4152774.12976629)"
"PARK 26 - TARNTANYA WAMA","306","280610.668","6133494.182","Adelaide Suite","POINT (15428707.2212932 -4152649.56249535)"
"PARK 26 - TARNTANYA WAMA","307","280630.657","6133550.6","Willow","POINT (15428733.2092345 -4152581.14267524)"
"PARK 26 - TARNTANYA WAMA","308","280648.9","6133468.002","Willow","POINT (15428753.0081936 -4152682.70677409)"
